3.243033707865168314e+00 1.840396573948961167e+00 3.550886855383666774e+00 3.905475614296351594e+00
3.699310344827586139e+00 3.218392006463372201e+00 3.815373268844457488e+00 4.835055640243902886e+00
3.791123595505617949e+00 3.196238825817562468e+00 3.989889948869563163e+00 4.685785714285714221e+00
4.649662921348314271e+00 5.288873905680413934e+00 6.180533746392832484e+00 5.678749999999999964e+00
3.658264285714285968e+00 3.379831636629489378e+00 3.845475773906400718e+00 4.972257352941176656e+00
3.690000000000000391e+00 3.485677553749719326e+00 4.113698272638646181e+00 5.191058823529411725e+00
3.671797752808988236e+00 3.388845396176856983e+00 3.552563370428563072e+00 5.165016233766233533e+00
4.063295454545454710e+00 4.353844361902748261e+00 4.758248706696998731e+00 5.276131578947368617e+00
3.706179775280899147e+00 3.454973957005393892e+00 4.207732240129518075e+00 4.547142857142857153e+00
3.833595505617977572e+00 3.239142342486553083e+00 4.184599095815356051e+00 4.520398390342052153e+00
3.433146067415730585e+00 2.796368949555587236e+00 3.808929706245580249e+00 4.450676160512226254e+00
3.170224719101123245e+00 1.652191982410997628e+00 2.989607750021791688e+00 3.586475903614458005e+00
3.343146067415730727e+00 2.460544431914814645e+00 3.494466040506109650e+00 4.203355263157894761e+00
3.363370786516854505e+00 2.706212593474058181e+00 3.577522863416646715e+00 4.288758294717330166e+00
3.999886363636363740e+00 4.351038029980704991e+00 5.034505320087376390e+00 5.940000000000000391e+00
4.003448275862068861e+00 4.134971171070308316e+00 4.914251822823491267e+00 6.434006968641114987e+00
3.922584269662921397e+00 3.697386378223830317e+00 4.279946314513010108e+00 5.064724346076459049e+00
3.836629213483145673e+00 3.881101726591218437e+00 4.539949626871099930e+00 6.015176470588235347e+00
3.241011235955056247e+00 2.225191319338252427e+00 3.336603217602830629e+00 3.950533076661278287e+00
3.636818181818182172e+00 3.168868620617036669e+00 3.929109928372576999e+00 4.605077922077922103e+00
